"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000166741",281.798638811603,-1.99874085655367,0.145239091040256,-13.7617279359018,4.33051321837846e-43,6.38923920239558e-42,"NNMT","4837","nicotinamide N-methyltransferase"
"ENSG00000162733",4828.25859193689,-0.838924974814809,0.0609850213679746,-13.7562463043648,4.67160203307291e-43,6.88559604355222e-42,"DDR2","4921","discoidin domain receptor tyrosine kinase 2"
"ENSG00000088756",220.275890011078,2.00230856877426,0.145572398300356,13.7547268036551,4.77079453088057e-43,7.02478068948223e-42,"ARHGAP28","79822","Rho GTPase activating protein 28"
"ENSG00000272886",595.709298536438,1.19457764351065,0.0869275579415151,13.7422202095493,5.67096744611506e-43,8.34191961116466e-42,"DCP1A","55802","decapping mRNA 1A"
"ENSG00000163535",276.38679385193,-1.60379043804221,0.116792318376306,-13.7319856334625,6.53185182640687e-43,9.59869938713217e-42,"SGO2","151246","shugoshin 2"
"ENSG00000035687",1560.30841619286,0.770112384092953,0.0560939214132267,13.728981049832,6.80842924710897e-43,9.99518060814386e-42,"ADSS2","159","adenylosuccinate synthase 2"
"ENSG00000187231",458.59703666929,1.25214584094487,0.0912118118689366,13.7278913255675,6.91159341040992e-43,1.01365456438557e-41,"SESTD1","91404","SEC14 and spectrin domain containing 1"
"ENSG00000120093",675.861409346693,-1.36555966399166,0.099540745005579,-13.7185999955608,7.85678472240476e-43,1.15113209329057e-41,"HOXB3","3213","homeobox B3"
"ENSG00000182253",254.822566475906,1.70802074434309,0.1245871291752,13.7094478029203,8.91336011730689e-43,1.30464003145581e-41,"SYNM","23336","synemin"
"ENSG00000138119",12760.3532637632,-0.716273823979019,0.0522593483642536,-13.7061376844294,9.32934378860751e-43,1.36417381820729e-41,"MYOF","26509","myoferlin"
"ENSG00000164032",2443.64189910975,-0.73853186114082,0.0539317604856179,-13.6938207559118,1.10540409331592e-42,1.61476554383991e-41,"H2AZ1","3015","H2A.Z variant histone 1"
"ENSG00000165072",137.02854136033,-2.5539767676462,0.186509148282233,-13.6935736995669,1.10916993839946e-42,1.61866402286308e-41,"MAMDC2","256691","MAM domain containing 2"
"ENSG00000137819",309.510916521103,1.8801591105733,0.13731909374542,13.6918986230639,1.13504168224508e-42,1.65478310077509e-41,"PAQR5","54852","progestin and adipoQ receptor family member 5"
"ENSG00000181222",3357.08535559593,-0.667075236687013,0.0487281922872646,-13.6897185258678,1.16961455063406e-42,1.7019372859003e-41,"POLR2A","5430","RNA polymerase II subunit A"
"ENSG00000187193",162.794814534467,2.37003460402587,0.17312521353854,13.68971367939,1.16969256330684e-42,1.7019372859003e-41,"MT1X","4501","metallothionein 1X"
"ENSG00000170581",1671.32056775132,0.736979610864616,0.053838940293782,13.6885980081174,1.18778971615517e-42,1.72656645045847e-41,"STAT2","6773","signal transducer and activator of transcription 2"
"ENSG00000173674",1312.21584422642,-0.831698013592464,0.0607642397050181,-13.6872940010435,1.20929513049189e-42,1.75609649166116e-41,"EIF1AX","1964","eukaryotic translation initiation factor 1A X-linked"
"ENSG00000112419",1678.55047737626,0.81776275915222,0.0597559280399612,13.6850482617448,1.24724311378196e-42,1.80942231079046e-41,"PHACTR2","9749","phosphatase and actin regulator 2"
"ENSG00000122952",428.865646082058,-1.33466697989709,0.0975699418240643,-13.6790793859827,1.35396030903777e-42,1.96231143413982e-41,"ZWINT","11130","ZW10 interacting kinetochore protein"
"ENSG00000152332",5471.59830406256,0.648410690004064,0.0474112598518386,13.6763016218165,1.40667425046325e-42,2.03670970474336e-41,"UHMK1","127933","U2AF homology motif kinase 1"
"ENSG00000111640",37624.3759959528,-0.432506208704015,0.0316270977108828,-13.6751785654739,1.42856168311708e-42,2.06637245810876e-41,"GAPDH","2597","glyceraldehyde-3-phosphate dehydrogenase"
"ENSG00000122550",836.12807707849,0.964543782953476,0.0705511067006322,13.6715613412884,1.50138731097471e-42,2.16958554222535e-41,"KLHL7","55975","kelch like family member 7"
"ENSG00000123080",131.552292323887,-2.7571401890218,0.201695674815988,-13.6698032396441,1.53810519595236e-42,2.22047006468504e-41,"CDKN2C","1031","cyclin dependent kinase inhibitor 2C"
"ENSG00000163808",109.837962751288,-3.0009715092921,0.219608373205921,-13.6651051391295,1.64066639593024e-42,2.36621622732696e-41,"KIF15","56992","kinesin family member 15"
"ENSG00000185551",3215.92055973447,-0.696732740747789,0.0511417597589192,-13.6235582043357,2.90082676481512e-42,4.17957012578929e-41,"NR2F2","7026","nuclear receptor subfamily 2 group F member 2"
"ENSG00000254004",590.960074191084,1.19763978105669,0.0880746174874894,13.5980128579816,4.11461441828025e-42,5.92263620754213e-41,"ZNF260","339324","zinc finger protein 260"
"ENSG00000114423",587.028246816178,1.34542124006113,0.0990688326107853,13.5806711818936,5.21463845747051e-42,7.49871109176608e-41,"CBLB","868","Cbl proto-oncogene B"
"ENSG00000058056",413.374006846102,-1.30683151045241,0.0962749924030182,-13.5739456096954,5.71603307430088e-42,8.21171879048055e-41,"USP13","8975","ubiquitin specific peptidase 13"
"ENSG00000008083",714.524156011587,1.21827857128438,0.0897699925009079,13.5711114298251,5.94142285685652e-42,8.52721331031723e-41,"JARID2","3720","jumonji and AT-rich interaction domain containing 2"
"ENSG00000119900",1433.23487512057,1.06808939426087,0.0787930581381324,13.5556281162282,7.33812982607385e-42,1.05215517447904e-40,"OGFRL1","79627","opioid growth factor receptor like 1"
"ENSG00000124225",648.848705705964,1.20038122008161,0.0885799849876968,13.5513820672733,7.77522831700704e-42,1.11374484067109e-40,"PMEPA1","56937","prostate transmembrane protein, androgen induced 1"
"ENSG00000104870",967.818138855953,0.9403195710229,0.0694068493767635,13.5479362550882,8.14890869539263e-42,1.16613965947452e-40,"FCGRT","2217","Fc gamma receptor and transporter"
"ENSG00000115355",972.123250895588,-0.977961815740385,0.0722083350628172,-13.5436139732292,8.64298815358734e-42,1.23564580637624e-40,"CCDC88A","55704","coiled-coil domain containing 88A"
"ENSG00000165914",397.153719162889,-1.31162897344805,0.096929014040485,-13.5318509780799,1.01436949629458e-41,1.4487906629555e-40,"TTC7B","145567","tetratricopeptide repeat domain 7B"
"ENSG00000104695",1312.0644941882,-0.801031974520023,0.0592086099480413,-13.5289778838411,1.05480031471072e-41,1.5050796753619e-40,"PPP2CB","5516","protein phosphatase 2 catalytic subunit beta"
"ENSG00000114315",123.781913522491,2.76971002040867,0.204734711706043,13.5282873985013,1.06475347351425e-41,1.51781379209944e-40,"HES1","3280","hes family bHLH transcription factor 1"
"ENSG00000073921",4975.09609906259,-0.593822702839048,0.0439033544059735,-13.5256795494026,1.10319482939786e-41,1.57109425800541e-40,"PICALM","8301","phosphatidylinositol binding clathrin assembly protein"
"ENSG00000157870",391.29276401127,-1.33327287068436,0.0986171405065543,-13.5196869817549,1.19683956270244e-41,1.70281300946112e-40,"PRXL2B","127281","peroxiredoxin like 2B"
"ENSG00000135931",1092.1175946251,0.92030387861978,0.0680756743144398,13.5188360289891,1.21076320754551e-41,1.72096342621643e-40,"ARMC9","80210","armadillo repeat containing 9"
"ENSG00000101745",918.790295193852,0.953062088133961,0.0705165649952231,13.5154355320416,1.26803033325444e-41,1.8006274818899e-40,"ANKRD12","23253","ankyrin repeat domain 12"
"ENSG00000138031",733.006943715998,0.999693699791096,0.0739857373635889,13.5119785976896,1.32900940667103e-41,1.8854043063485e-40,"ADCY3","109","adenylate cyclase 3"
"ENSG00000212724",141.923482370956,-2.80062012677892,0.207276558989025,-13.5115139909632,1.33742419902028e-41,1.89551936910137e-40,"KRTAP2-3","730755","keratin associated protein 2-3"
"ENSG00000168502",1204.74190356515,-0.938929529373202,0.0694993731726996,-13.5098992481565,1.36708410580709e-41,1.93569663119748e-40,"MTCL1","23255","microtubule crosslinking factor 1"
"ENSG00000154217",438.548465864432,1.42273813521525,0.105357215444749,13.5039458779295,1.48220056549321e-41,2.09668141354619e-40,"PITPNC1","26207","phosphatidylinositol transfer protein cytoplasmic 1"
"ENSG00000156599",2938.82080540984,0.644983579385014,0.0477681291422423,13.5023830944771,1.51398443262222e-41,2.13959064357358e-40,"ZDHHC5","25921","zinc finger DHHC-type palmitoyltransferase 5"
"ENSG00000146830",803.256221287422,1.01456802102281,0.075146539166893,13.5011942302434,1.53861671862264e-41,2.17232067622569e-40,"GIGYF1","64599","GRB10 interacting GYF protein 1"
"ENSG00000010244",1628.00119496191,-0.745315537656925,0.0552221117324685,-13.4966866400856,1.63568523840076e-41,2.30716061255878e-40,"ZNF207","7756","zinc finger protein 207"
"ENSG00000142552",1775.76646709427,-0.824861920601748,0.061149441699338,-13.489279667629,1.80858913148538e-41,2.54860783628799e-40,"RCN3","57333","reticulocalbin 3"
"ENSG00000104884",1114.04673900742,-0.925194075747688,0.0685988826750116,-13.4870137773353,1.86502770822834e-41,2.62563156557261e-40,"ERCC2","2068","ERCC excision repair 2, TFIIH core complex helicase subunit"
"ENSG00000087088",2194.52697425544,0.785658128657083,0.0583440998167079,13.4659396772816,2.481411455333e-41,3.49006145014138e-40,"BAX","581","BCL2 associated X, apoptosis regulator"
"ENSG00000176087",849.877065678546,-0.9449909874654,0.0701897095407626,-13.4633836448147,2.56878092948369e-41,3.6095041746288e-40,"SLC35A4","113829","solute carrier family 35 member A4"
"ENSG00000151474",1679.04251813899,0.773168224592619,0.0574471267402724,13.4587797243235,2.73393928840601e-41,3.83792010096501e-40,"FRMD4A","55691","FERM domain containing 4A"
"ENSG00000134086",842.118705875726,1.01829445471707,0.0756771034941479,13.4557799876129,2.84718942210693e-41,3.99310197089027e-40,"VHL","7428","von Hippel-Lindau tumor suppressor"
"ENSG00000090674",586.555399218931,1.22313169543154,0.0909096754191298,13.4543621434398,2.90232975160937e-41,4.06656915054555e-40,"MCOLN1","57192","mucolipin TRP cation channel 1"
"ENSG00000136816",594.169532618568,-1.10385072293883,0.0820480191715171,-13.4537156909454,2.927821719992e-41,4.09839484409506e-40,"TOR1B","27348","torsin family 1 member B"
"ENSG00000106484",2093.24886892985,-2.44600513949215,0.181853569898968,-13.4504103540617,3.06168486845332e-41,4.28171550229008e-40,"MEST","4232","mesoderm specific transcript"
"ENSG00000087152",1749.6899178322,0.734113667408729,0.0546084138997616,13.4432336518006,3.37365651828439e-41,4.71353487412575e-40,"ATXN7L3","56970","ataxin 7 like 3"
"ENSG00000139921",885.630568368362,-0.933849213546978,0.0694893128379394,-13.4387458359945,3.58460452767242e-41,5.00352461696111e-40,"TMX1","81542","thioredoxin related transmembrane protein 1"
"ENSG00000150977",359.194216785562,1.45771711963426,0.108562525752982,13.4274429369033,4.17583112168135e-41,5.82327149048077e-40,"RILPL2","196383","Rab interacting lysosomal protein like 2"
"ENSG00000111237",629.785002278461,-1.07132249865704,0.0797885280963155,-13.4270242128519,4.19950458827958e-41,5.85075455103654e-40,"VPS29","51699","VPS29 retromer complex component"
"ENSG00000100504",599.296504559837,-1.09984316155427,0.0819172340474245,-13.4262731688125,4.24230138051693e-41,5.90480326114593e-40,"PYGL","5836","glycogen phosphorylase L"
"ENSG00000104765",2716.44497701821,0.67686429214807,0.0504190528239589,13.4247720700224,4.32914272726601e-41,6.01999734194935e-40,"BNIP3L","665","BCL2 interacting protein 3 like"
"ENSG00000117152",4323.58925869285,0.678122177623383,0.0505242353905784,13.4217207322614,4.511155179587e-41,6.26719242181042e-40,"RGS4","5999","regulator of G protein signaling 4"
"ENSG00000101966",1376.8026621195,0.799960810034231,0.0596595308538342,13.4087680306125,5.37238526798484e-41,7.45664837665554e-40,"XIAP","331","X-linked inhibitor of apoptosis"
"ENSG00000164463",388.905341199069,1.44374253269013,0.107674364992222,13.4084146472043,5.39804276664097e-41,7.48102249977297e-40,"CREBRF","153222","CREB3 regulatory factor"
"ENSG00000154114",647.997810755792,1.06569804492605,0.0794799613147105,13.4083865580443,5.40008740833551e-41,7.48102249977297e-40,"TBCEL","219899","tubulin folding cofactor E like"
"ENSG00000180530",747.385661470685,-1.05925020937382,0.0790144770172099,-13.405773845002,5.59367647457891e-41,7.74194209248942e-40,"NRIP1","8204","nuclear receptor interacting protein 1"
"ENSG00000184887",553.814218220278,-1.1542211332086,0.0861610446101781,-13.3960902915081,6.37331773885067e-41,8.81273944882875e-40,"BTBD6","90135","BTB domain containing 6"
"ENSG00000131473",7965.12976130122,-0.539130986346254,0.0402972569067699,-13.3788507638017,8.03805864873967e-41,1.11042619198038e-39,"ACLY","47","ATP citrate lyase"
"ENSG00000261236",1071.32919159678,-0.904275511119324,0.0676363881622864,-13.3696599669044,9.09556907764066e-41,1.25534168542105e-39,"BOP1","23246","BOP1 ribosomal biogenesis factor"
"ENSG00000170855",725.508095645176,1.00325438895246,0.0750901911408245,13.3606583457878,1.02652217733274e-40,1.41544936489414e-39,"TRIAP1","51499","TP53 regulated inhibitor of apoptosis 1"
"ENSG00000006118",3088.83670886698,0.892252802258988,0.0667861203506659,13.3598537776134,1.03767783253861e-40,1.42949568079128e-39,"TMEM132A","54972","transmembrane protein 132A"
"ENSG00000119669",1630.84308147012,0.786640465870458,0.058905269943995,13.3543308878538,1.11757826558133e-40,1.53812963902864e-39,"IRF2BPL","64207","interferon regulatory factor 2 binding protein like"
"ENSG00000197415",324.368743532989,-1.47872501552925,0.110742316887371,-13.3528452094168,1.140096903455e-40,1.56765980555219e-39,"VEPH1","79674","ventricular zone expressed PH domain containing 1"
"ENSG00000157657",1261.2723763804,0.832614339641485,0.0623839221943533,13.3466173711798,1.23950815115577e-40,1.70276566686706e-39,"ZNF618","114991","zinc finger protein 618"
"ENSG00000135776",229.000046633348,-1.76295172416296,0.132181134455929,-13.337392899671,1.40280165939007e-40,1.92529634257127e-39,"ABCB10","23456","ATP binding cassette subfamily B member 10"
"ENSG00000198855",125.685788914678,-2.53521050100494,0.190228772224001,-13.3271663974135,1.60893530815799e-40,2.20615534726422e-39,"FICD","11153","FIC domain protein adenylyltransferase"
"ENSG00000183688",1233.44105324244,-0.894759951445715,0.0671446419741263,-13.3258578069491,1.63739853987185e-40,2.24309916966289e-39,"RFLNB","359845","refilin B"
"ENSG00000117594",138.031343314429,2.44698136607219,0.183673618073254,13.3224433195205,1.71404714395603e-40,2.34592315045707e-39,"HSD11B1","3290","hydroxysteroid 11-beta dehydrogenase 1"
"ENSG00000179630",294.709739738264,1.58268184450008,0.118839903384157,13.3177644833989,1.82490388000778e-40,2.49533195974372e-39,"LACC1","144811","laccase domain containing 1"
"ENSG00000136868",2283.41317314707,0.730525341679804,0.0549000435488848,13.3064619708238,2.12299401060235e-40,2.89708446457295e-39,"SLC31A1","1317","solute carrier family 31 member 1"
"ENSG00000164163",1435.93157752401,-0.808370441437424,0.0607502923803556,-13.3064452822094,2.12346814225149e-40,2.89708446457295e-39,"ABCE1","6059","ATP binding cassette subfamily E member 1"
"ENSG00000138138",1078.89712643174,0.863646801199257,0.0649045920228235,13.3064052062073,2.12460715105594e-40,2.89708446457295e-39,"ATAD1","84896","ATPase family AAA domain containing 1"
"ENSG00000196419",4921.33867426102,-0.538286154363659,0.0404824055830757,-13.2967926834046,2.41612145643592e-40,3.29154718081769e-39,"XRCC6","2547","X-ray repair cross complementing 6"
"ENSG00000123094",1376.48449470172,0.866029890282716,0.065151958003821,13.2924614519172,2.56015514367426e-40,3.48455064481274e-39,"RASSF8","11228","Ras association domain family member 8"
"ENSG00000090861",2222.84518284495,-0.799546963727082,0.0601733734562124,-13.2873880555975,2.73976036157285e-40,3.72556906678763e-39,"AARS1","16","alanyl-tRNA synthetase 1"
"ENSG00000147526",2557.58602834346,-0.702877509852884,0.0529846670633703,-13.2656775782366,3.66096775295135e-40,4.97365729530794e-39,"TACC1","6867","transforming acidic coiled-coil containing protein 1"
"ENSG00000109099",409.372715638338,-1.32720471300525,0.100050374453144,-13.2653647750895,3.67627621617106e-40,4.98986010058765e-39,"PMP22","5376","peripheral myelin protein 22"
"ENSG00000127951",384.00107882804,1.32201948474704,0.0997531097420771,13.2529150035049,4.34012076051545e-40,5.8854909651328e-39,"FGL2","10875","fibrinogen like 2"
"ENSG00000255302",5828.18290015822,0.550610590333826,0.0415658583792862,13.2467032271903,4.71463098197846e-40,6.38748076291186e-39,"EID1","23741","EP300 interacting inhibitor of differentiation 1"
"ENSG00000171992",1164.92673137661,-1.87635454178893,0.141673279849523,-13.2442373310047,4.87205932846776e-40,6.59471223231316e-39,"SYNPO","11346","synaptopodin"
"ENSG00000150764",306.032330799022,-1.58749393961079,0.119875205385511,-13.2428881727919,4.96039369762927e-40,6.70812544590488e-39,"DIXDC1","85458","DIX domain containing 1"
"ENSG00000147536",207.562309813443,-1.83084307280511,0.1383576151665,-13.2326874137131,5.68188259879262e-40,7.67678533540168e-39,"GINS4","84296","GINS complex subunit 4"
"ENSG00000184402",398.068181203708,1.38107676836928,0.104384708200543,13.2306426120957,5.83860309870284e-40,7.88131291109439e-39,"SS18L1","26039","SS18L1 subunit of BAF chromatin remodeling complex"
"ENSG00000080822",698.073951581232,1.00744797733771,0.0761497044391737,13.2298343737162,5.90172788958646e-40,7.95924070228141e-39,"CLDND1","56650","claudin domain containing 1"
"ENSG00000161813",1324.88823712985,0.804083697620339,0.0608142082183672,13.221971002781,6.55241236282178e-40,8.82870246585138e-39,"LARP4","113251","La ribonucleoprotein 4"
"ENSG00000119812",2311.00502456136,-0.742478721117531,0.0561573379301726,-13.2214016633186,6.60220372615008e-40,8.88767461456372e-39,"FAM98A","25940","family with sequence similarity 98 member A"
"ENSG00000088854",855.360539871064,0.912151045762194,0.0690062742933355,13.2183784025895,6.87297332256346e-40,9.24374187794907e-39,"DNAAF9","25943","dynein axonemal assembly factor 9"
"ENSG00000096746",1506.64416551516,-0.806761724125114,0.0610377279148728,-13.2174271829102,6.96042895020426e-40,9.35283868226901e-39,"HNRNPH3","3189","heterogeneous nuclear ribonucleoprotein H3"
"ENSG00000171729",518.629349291039,1.29355664555549,0.0979461824287754,13.2068102449643,8.01494536750887e-40,1.07600094588013e-38,"TMEM51","55092","transmembrane protein 51"
"ENSG00000106785",245.866119197419,-1.80759663980002,0.136931475656575,-13.2007387719495,8.68788067888615e-40,1.16528174123897e-38,"TRIM14","9830","tripartite motif containing 14"
"ENSG00000197930",898.666059410078,-0.883441469416008,0.0669850833103796,-13.1886298524483,1.02022660712605e-39,1.36715925172913e-38,"ERO1A","30001","endoplasmic reticulum oxidoreductase 1 alpha"
"ENSG00000088832",4123.49655828295,-0.557580571189946,0.0422862351000894,-13.1858646169417,1.05833609788926e-39,1.41694108786371e-38,"FKBP1A","2280","FKBP prolyl isomerase 1A"
"ENSG00000196182",578.206516233525,-1.11048236435183,0.0842297697112738,-13.1839653386016,1.08532796925195e-39,1.45176145587881e-38,"STK40","83931","serine/threonine kinase 40"
"ENSG00000107957",5230.34936335954,0.667428885116049,0.0506249285670643,13.1837990493534,1.08772355092858e-39,1.45364794115944e-38,"SH3PXD2A","9644","SH3 and PX domains 2A"
"ENSG00000213949",3608.87183174316,0.626071275421408,0.0474968089693592,13.1813334202156,1.12386685755407e-39,1.50059109650251e-38,"ITGA1","3672","integrin subunit alpha 1"
"ENSG00000180817",1092.7352135005,-0.878583404315459,0.0667028891008687,-13.1715944565288,1.27868375617455e-39,1.70575950620246e-38,"PPA1","5464","inorganic pyrophosphatase 1"
"ENSG00000105825",8418.09761877604,2.22774893158967,0.169181103119888,13.1678354763475,1.34395687794047e-39,1.79121407200846e-38,"TFPI2","7980","tissue factor pathway inhibitor 2"
"ENSG00000147852",160.717936015008,-2.19580879642137,0.166864964905279,-13.1591961060719,1.50680511290391e-39,2.00644428120797e-38,"VLDLR","7436","very low density lipoprotein receptor"
"ENSG00000137492",539.341552848023,-1.11593458135976,0.0848487347683089,-13.1520473983139,1.65628074828959e-39,2.20349559605632e-38,"THAP12","5612","THAP domain containing 12"
"ENSG00000154188",540.460635492878,-1.17481984729192,0.0893364028381651,-13.1505165863924,1.69015764622255e-39,2.24653927138447e-38,"ANGPT1","284","angiopoietin 1"
"ENSG00000143641",5346.27759889218,-0.570757592601611,0.0434103749691432,-13.1479535251035,1.74842753143294e-39,2.32189917180572e-38,"GALNT2","2590","polypeptide N-acetylgalactosaminyltransferase 2"
"ENSG00000174099",1601.82463415028,-0.808446176082504,0.0615004626179632,-13.1453673951124,1.80924621749955e-39,2.40050527814644e-38,"MSRB3","253827","methionine sulfoxide reductase B3"
"ENSG00000136010",1042.27089977125,-2.77224173597155,0.210957894320149,-13.1412087938478,1.91148579355307e-39,2.5338779333407e-38,"ALDH1L2","160428","aldehyde dehydrogenase 1 family member L2"
"ENSG00000136485",3657.01384074999,0.636259302590282,0.0484448734107469,13.1336766471792,2.1115047872781e-39,2.7965118161132e-38,"DCAF7","10238","DDB1 and CUL4 associated factor 7"
"ENSG00000155016",261.68215116334,-1.55828795120657,0.118740344319874,-13.1234919363944,2.41543334902265e-39,3.19617072928073e-38,"CYP2U1","113612","cytochrome P450 family 2 subfamily U member 1"
"ENSG00000143970",624.385554408606,-1.05090620663825,0.0801106874147669,-13.1181773687356,2.59091410205646e-39,3.42529988008432e-38,"ASXL2","55252","ASXL transcriptional regulator 2"
"ENSG00000135624",3755.96538903558,-0.586297437625264,0.0447054188472152,-13.1146839184974,2.71311027014767e-39,3.58363732549316e-38,"CCT7","10574","chaperonin containing TCP1 subunit 7"
"ENSG00000183010",1211.01584755526,-0.998968128960288,0.0762026935334307,-13.1093545731692,2.91064878791765e-39,3.84111916072782e-38,"PYCR1","5831","pyrroline-5-carboxylate reductase 1"
"ENSG00000051341",119.498988823157,-2.83473314987121,0.216256520158967,-13.1081973749852,2.95539625143011e-39,3.89668599585343e-38,"POLQ","10721","DNA polymerase theta"
"ENSG00000148400",1193.20545566984,1.00052058087267,0.0763712288567008,13.1007526767705,3.26008500725455e-39,4.29457983902086e-38,"NOTCH1","4851","notch receptor 1"
"ENSG00000082512",190.121164840682,-1.9460866262213,0.148548518253669,-13.1006801622758,3.26320139061115e-39,4.29485042971248e-38,"TRAF5","7188","TNF receptor associated factor 5"
"ENSG00000164949",720.305298973928,1.21965288718843,0.093123730638407,13.0971222783617,3.41979854556698e-39,4.4969436489568e-38,"GEM","2669","GTP binding protein overexpressed in skeletal muscle"
"ENSG00000160145",471.301045831837,1.18080787182979,0.0902242845613791,13.0874728192108,3.88313924045085e-39,5.10167732445341e-38,"KALRN","8997","kalirin RhoGEF kinase"
"ENSG00000152137",329.230232874169,-1.39054362004647,0.106259377634436,-13.0863143658752,3.94280334810309e-39,5.17545556920934e-38,"HSPB8","26353","heat shock protein family B (small) member 8"
"ENSG00000167196",883.636232113625,0.93094817806823,0.0712232154097994,13.0708529896018,4.83206367625872e-39,6.3370904426241e-38,"FBXO22","26263","F-box protein 22"
"ENSG00000119681",10097.3020539966,-0.594702724494728,0.0455099540433897,-13.0675307632201,5.04775587089853e-39,6.6140843800388e-38,"LTBP2","4053","latent transforming growth factor beta binding protein 2"
"ENSG00000166797",211.786622956542,-1.78106884653711,0.136309762883193,-13.0663336863358,5.12779864604549e-39,6.71300277051953e-38,"CIAO2A","84191","cytosolic iron-sulfur assembly component 2A"
"ENSG00000134569",609.821770675813,1.20564264317627,0.0923018703889397,13.0619524620244,5.43166076743934e-39,7.10449671656029e-38,"LRP4","4038","LDL receptor related protein 4"
"ENSG00000104687",1443.31998943954,0.813493018773723,0.062303982768474,13.0568381446291,5.80907869789678e-39,7.59142135595829e-38,"GSR","2936","glutathione-disulfide reductase"
"ENSG00000134222",215.560012132067,-2.08611319809046,0.159782401950157,-13.0559634392104,5.87619075681501e-39,7.67232906425209e-38,"PSRC1","84722","proline and serine rich coiled-coil 1"
"ENSG00000187800",613.337000494287,-1.17874616429308,0.0903308658580078,-13.0492069692542,6.42123104140154e-39,8.37655550705909e-38,"PEAR1","375033","platelet endothelial aggregation receptor 1"
"ENSG00000165458",3321.77009038652,0.57828017212802,0.0443725542550481,13.0323841355658,8.0066164627212e-39,1.04354787359531e-37,"INPPL1","3636","inositol polyphosphate phosphatase like 1"
"ENSG00000167325",1188.3204357211,-0.916769606601853,0.0703489549034271,-13.0317445065157,8.07402778825832e-39,1.05140517200321e-37,"RRM1","6240","ribonucleotide reductase catalytic subunit M1"
"ENSG00000100258",1532.9676136915,-0.760103362942888,0.0583615237150726,-13.0240493146443,8.93064425363862e-39,1.16192879469298e-37,"LMF2","91289","lipase maturation factor 2"
"ENSG00000006459",253.591426341299,1.63858034343064,0.125950946172468,13.009670774421,1.07805536410379e-38,1.40137699048347e-37,"KDM7A","80853","lysine demethylase 7A"
"ENSG00000154803",519.999820362254,1.18073649340029,0.090863359984438,12.9946382524541,1.31226790951521e-38,1.70380199156658e-37,"FLCN","201163","folliculin"
"ENSG00000101255",464.152101724251,-1.21591212757413,0.0935706081512518,-12.9945946873475,1.31301536153667e-38,1.70380199156658e-37,"TRIB3","57761","tribbles pseudokinase 3"
"ENSG00000189266",635.125097376062,-1.02402861506209,0.0788194280718865,-12.9920838061415,1.35681771929585e-38,1.75909390426108e-37,"PNRC2","55629","proline rich nuclear receptor coactivator 2"
"ENSG00000112972",778.005119462923,0.987519764003874,0.0760360757582264,12.9875161777669,1.4402579176886e-38,1.86563347827722e-37,"HMGCS1","3157","3-hydroxy-3-methylglutaryl-CoA synthase 1"
"ENSG00000104626",292.126952290363,-1.47834330804513,0.113911092218356,-12.9780452391001,1.62987352039577e-38,2.10939946665957e-37,"ERI1","90459","exoribonuclease 1"
"ENSG00000148516",3628.30559336802,0.60395922444644,0.0465382916200702,12.9776836111013,1.63758585814783e-38,2.1175233787128e-37,"ZEB1","6935","zinc finger E-box binding homeobox 1"
"ENSG00000112378",3380.71498775176,0.593965174190323,0.0457730144127345,12.9763176362944,1.66704637397171e-38,2.153730490506e-37,"PERP","64065","p53 apoptosis effector related to PMP22"
"ENSG00000253719",1773.30312903196,0.684359469089795,0.0527486993532599,12.9739591208992,1.71915890031409e-38,2.21911377211146e-37,"ATXN7L3B","552889","ataxin 7 like 3B"
"ENSG00000131620",177.191004531121,-2.06993167315941,0.159575604825626,-12.9714794151731,1.77569629841426e-38,2.29008943940594e-37,"ANO1","55107","anoctamin 1"
"ENSG00000102755",635.131789650152,1.02698089744067,0.0791823461924823,12.9698215173394,1.81452365286593e-38,2.33812069645274e-37,"FLT1","2321","fms related receptor tyrosine kinase 1"
"ENSG00000067182",1986.79883415079,-0.679721885814589,0.0524143707312332,-12.9682351677944,1.85246521472117e-38,2.38492772931904e-37,"TNFRSF1A","7132","TNF receptor superfamily member 1A"
"ENSG00000123643",932.63902099088,0.910234589191369,0.0701989639179296,12.9664960619011,1.89496711884501e-38,2.43751916926235e-37,"SLC36A1","206358","solute carrier family 36 member 1"
"ENSG00000228716",274.334775816928,-1.50109603664275,0.11594248688897,-12.9469021833234,2.44627933833475e-38,3.14393774893649e-37,"DHFR","1719","dihydrofolate reductase"
"ENSG00000049245",1972.24810613789,-0.672795172551311,0.0520423566364026,-12.9278383231536,3.13509945197907e-38,4.02569689421229e-37,"VAMP3","9341","vesicle associated membrane protein 3"
"ENSG00000140563",265.361338932697,1.68031185168463,0.130069617024763,12.9185576933369,3.53709616245398e-38,4.53794058963878e-37,"MCTP2","55784","multiple C2 and transmembrane domain containing 2"
"ENSG00000156535",1023.77510708506,0.870714822426602,0.0674133392645609,12.9160613007096,3.65371253353838e-38,4.68348173065381e-37,"CD109","135228","CD109 molecule"
"ENSG00000083223",1066.25607900115,0.887794561394616,0.0687978610080544,12.9043919154794,4.25158367682398e-38,5.44512721943238e-37,"TUT7","79670","terminal uridylyl transferase 7"
"ENSG00000164733",24922.5082768417,0.497888491824227,0.0385956985454867,12.9001031355203,4.4949519171935e-38,5.75182312109913e-37,"CTSB","1508","cathepsin B"
